time [s],yaw [rad],pitch [rad],roll [rad]
7784,-8.24E-06,2.25E-05,-9.26E-11
7785,-1.77E-06,2.41E-06,-2.13E-12
7786,4.99E-06,-1.10E-05,-2.74E-11
7787,1.10E-05,-9.04E-06,-4.97E-11
7788,-3.50E-05,8.33E-06,-1.46E-10
7789,-5.88E-06,6.49E-06,-1.91E-11
7790,-1.58E-05,6.55E-06,-5.18E-11
7791,1.23E-06,1.58E-05,9.71E-12
7792,1.62E-05,3.65E-06,2.95E-11
7793,5.14E-06,-3.00E-05,-7.71E-11
7794,-7.60E-07,1.66E-05,-6.31E-12
7795,5.89E-07,4.10E-06,1.21E-12
7796,-1.88E-06,2.92E-06,-2.74E-12
7797,1.42E-05,1.20E-05,8.51E-11
7798,-1.15E-05,-3.40E-06,1.95E-11
7799,-5.08E-06,1.37E-05,-3.50E-11
7800,4.84E-07,-2.66E-06,-6.45E-13
7801,4.04E-05,1.13E-05,2.27E-10
7802,6.26E-06,1.38E-05,4.31E-11
7803,-3.29E-06,-6.94E-06,1.14E-11
7804,-8.52E-06,-1.23E-05,5.25E-11
7805,-9.85E-06,2.25E-05,-1.11E-10
7806,-1.37E-05,-1.07E-05,7.29E-11
7807,4.31E-05,5.81E-06,1.25E-10
7808,7.33E-06,-8.62E-07,-3.16E-12
7809,3.23E-05,-1.41E-06,-2.27E-11
7810,-2.86E-05,-5.97E-06,8.52E-11
7811,3.81E-05,-1.55E-05,-2.95E-10
7812,-1.77E-05,7.06E-06,-6.26E-11
7813,-1.13E-05,1.15E-07,-6.51E-13
7814,-1.88E-05,1.16E-05,-1.09E-10
7815,4.16E-07,1.22E-05,2.55E-12
7816,1.29E-06,1.18E-05,7.58E-12
7817,-1.79E-05,6.03E-06,-5.40E-11
7818,4.83E-06,5.32E-07,1.28E-12
7819,5.37E-06,-1.83E-05,-4.90E-11
7820,3.45E-06,-1.32E-05,-2.28E-11
7821,-2.78E-07,1.88E-05,-2.62E-12
7822,-3.27E-06,-7.93E-06,1.30E-11
7823,-1.66E-05,6.35E-06,-5.27E-11
7824,-1.69E-06,2.26E-05,-1.91E-11
7825,3.30E-06,-1.14E-05,-1.88E-11
7826,-2.23E-06,2.89E-05,-3.22E-11
7827,-9.08E-06,2.03E-05,-9.22E-11
7828,-4.68E-06,-4.61E-06,1.08E-11
7829,4.21E-06,1.48E-06,3.11E-12
7830,-8.24E-06,1.79E-05,-7.38E-11
7831,-8.03E-06,1.79E-05,-7.17E-11
7832,2.32E-05,9.00E-06,1.05E-10
7833,2.36E-05,7.05E-06,8.32E-11
7834,-5.37E-06,7.55E-06,-2.02E-11
7835,-1.72E-05,9.50E-06,-8.18E-11
7836,1.09E-06,2.53E-05,1.38E-11
7837,-1.35E-05,-1.01E-05,6.79E-11
7838,5.03E-05,1.03E-05,2.59E-10
7839,-2.67E-05,3.81E-06,-5.08E-11
7840,-9.96E-06,-9.44E-06,4.70E-11
7841,-1.40E-05,-1.34E-05,9.39E-11
7842,3.74E-06,-3.23E-06,-6.03E-12
7843,-4.48E-06,3.34E-05,-7.49E-11
7844,-1.18E-05,-3.93E-06,2.32E-11
7845,-1.01E-05,1.58E-06,-8.00E-12
7846,3.20E-06,8.83E-06,1.41E-11
7847,1.59E-05,2.36E-06,1.87E-11
7848,7.96E-06,-2.52E-06,-1.00E-11
7849,-1.10E-05,-9.39E-08,5.17E-13
7850,-1.42E-05,-1.38E-05,9.82E-11
7851,3.16E-06,-1.41E-05,-2.23E-11
7852,9.15E-06,6.80E-06,3.11E-11
7853,-3.80E-06,-2.19E-05,4.16E-11
7854,-1.01E-05,-6.27E-06,3.17E-11
7855,-8.69E-06,7.42E-06,-3.22E-11
7856,-1.10E-06,-2.02E-05,1.11E-11
7857,-1.32E-05,-7.50E-06,4.94E-11
7858,-3.35E-05,-4.72E-06,7.91E-11
7859,2.59E-06,-1.68E-05,-2.17E-11
7860,2.52E-06,1.34E-05,1.69E-11
7861,-8.58E-06,-1.62E-05,6.97E-11
7862,2.57E-05,-1.38E-05,-1.78E-10
7863,5.58E-06,7.56E-06,2.11E-11
7864,-1.03E-05,4.98E-06,-2.57E-11
7865,-1.87E-05,1.62E-05,-1.51E-10
7866,-6.73E-06,-1.68E-05,5.67E-11
7867,-3.67E-05,-1.14E-06,2.09E-11
7868,6.89E-06,3.56E-06,1.22E-11
7869,1.26E-06,-6.50E-06,-4.09E-12
7870,1.73E-05,-3.48E-06,-3.01E-11
7871,-1.39E-05,2.46E-05,-1.71E-10
7872,-4.75E-06,2.89E-05,-6.86E-11
7873,-5.64E-05,1.09E-05,-3.07E-10
7874,5.73E-05,1.08E-05,3.10E-10
7875,-6.25E-05,1.21E-05,-3.78E-10
7876,1.46E-06,-5.12E-07,-3.74E-13
7877,1.06E-05,3.39E-06,1.80E-11
7878,3.36E-06,4.74E-06,7.97E-12
7879,-3.72E-06,8.79E-06,-1.64E-11
7880,-5.45E-06,8.96E-06,-2.44E-11
7881,1.54E-05,7.56E-06,5.81E-11
7882,-2.29E-06,6.30E-06,-7.21E-12
7883,-2.40E-06,-1.60E-05,1.92E-11
7884,3.42E-06,9.15E-07,1.56E-12
7885,-3.72E-06,3.56E-06,-6.62E-12
7886,1.95E-06,-1.15E-05,-1.11E-11
7887,-2.83E-05,5.68E-06,-8.04E-11
7888,-2.21E-06,8.68E-06,-9.58E-12
7889,-5.08E-06,-4.22E-06,1.07E-11
7890,1.08E-05,-1.08E-05,-5.82E-11
7891,1.01E-05,-9.27E-07,-4.67E-12
7892,-3.51E-05,1.75E-06,-3.07E-11
7893,-1.39E-05,1.48E-05,-1.02E-10
7894,-1.71E-05,3.29E-06,-2.82E-11
7895,2.22E-06,3.79E-06,4.21E-12
7896,8.76E-06,3.59E-06,1.57E-11
7897,-9.79E-06,7.06E-06,-3.45E-11
7898,2.66E-06,-2.21E-07,-2.93E-13
7899,1.82E-05,3.93E-06,3.57E-11
7900,-2.21E-06,1.22E-05,-1.35E-11
7901,-2.26E-05,-1.14E-05,1.29E-10
7902,-1.23E-05,-2.30E-06,1.42E-11
7903,-8.54E-06,2.90E-06,-1.24E-11
7904,-6.75E-06,-1.40E-05,4.74E-11
7905,8.36E-06,2.29E-05,9.59E-11
7906,-6.02E-06,-6.72E-07,2.02E-12
7907,-3.00E-05,7.14E-06,-1.07E-10
7908,2.93E-06,1.44E-05,2.11E-11
7909,4.53E-06,-9.66E-06,-2.19E-11
7910,1.38E-05,8.94E-06,6.19E-11
7911,2.01E-05,-6.90E-06,-6.93E-11
7912,-3.02E-05,6.59E-07,-9.94E-12
7913,3.63E-06,-3.95E-06,-7.16E-12
7914,1.41E-05,-2.94E-05,-2.07E-10
7915,2.40E-05,7.96E-06,9.56E-11
7916,7.52E-06,4.32E-07,1.62E-12
7917,8.36E-06,-5.94E-06,-2.48E-11
7918,8.25E-06,-1.39E-05,-5.75E-11
7919,6.75E-06,-7.60E-06,-2.57E-11
7920,2.22E-05,-1.74E-05,-1.94E-10
7921,2.19E-06,-5.78E-06,-6.33E-12
7922,-1.75E-05,1.61E-05,-1.40E-10
7923,1.61E-05,8.50E-06,6.85E-11
7924,3.47E-06,1.90E-06,3.30E-12
7925,-5.25E-05,-2.44E-06,6.40E-11
7926,-3.02E-07,-6.80E-06,1.03E-12
7927,-3.77E-05,-6.70E-06,1.26E-10
7928,-5.56E-06,-7.40E-06,2.06E-11
7929,-5.35E-06,-2.90E-05,7.76E-11
7930,2.42E-05,-1.82E-05,-2.20E-10
7931,1.07E-05,-5.88E-06,-3.14E-11
7932,-2.45E-05,-1.10E-05,1.35E-10
7933,-8.59E-06,4.55E-06,-1.96E-11
7934,2.96E-06,5.21E-06,7.70E-12
7935,3.51E-06,4.59E-06,8.06E-12
7936,7.25E-06,-2.49E-05,-9.01E-11
7937,2.13E-05,-5.61E-06,-5.97E-11
7938,7.50E-06,-7.52E-06,-2.82E-11
7939,-4.92E-06,-6.68E-06,1.64E-11
7940,-1.70E-05,1.26E-05,-1.07E-10
7941,-2.64E-05,-3.84E-06,5.07E-11
7942,9.27E-06,7.92E-06,3.67E-11
7943,4.86E-07,4.06E-06,9.87E-13
7944,2.30E-06,4.38E-06,5.04E-12
7945,-4.42E-05,-1.99E-06,4.40E-11
7946,-1.79E-07,-8.23E-07,7.38E-14
7947,4.34E-05,7.74E-06,1.68E-10
7948,-4.29E-06,7.09E-06,-1.52E-11
7949,1.14E-05,-2.89E-06,-1.65E-11
7950,7.84E-06,9.36E-06,3.67E-11
7951,5.35E-06,1.16E-05,3.11E-11
7952,-2.32E-06,8.95E-06,-1.04E-11
7953,1.13E-05,1.11E-06,6.26E-12
7954,-1.46E-05,-5.99E-06,4.38E-11
7955,-1.41E-06,-1.15E-05,8.12E-12
7956,-8.37E-06,3.86E-06,-1.62E-11
7957,-2.31E-05,-6.75E-06,7.81E-11
7958,-5.24E-06,1.05E-05,-2.75E-11
7959,1.09E-05,1.12E-05,6.07E-11
7960,-1.20E-05,-1.78E-05,1.07E-10
7961,-9.97E-06,1.07E-05,-5.33E-11
7962,-4.43E-05,-2.21E-06,4.88E-11
7963,1.16E-05,-2.13E-05,-1.24E-10
7964,-9.43E-06,-5.45E-06,2.57E-11
7965,1.65E-05,1.98E-05,1.64E-10
7966,-2.30E-06,-2.56E-05,2.94E-11
7967,-1.88E-05,7.85E-06,-7.39E-11
7968,-1.06E-05,2.32E-06,-1.23E-11
7969,4.40E-06,-2.09E-05,-4.59E-11
7970,-1.63E-06,2.03E-05,-1.66E-11
7971,-3.00E-05,3.55E-06,-5.31E-11
7972,1.11E-05,2.21E-06,1.22E-11
7973,1.42E-05,1.13E-05,8.01E-11
7974,2.74E-05,7.12E-06,9.77E-11
7975,-1.32E-05,1.11E-05,-7.32E-11
7976,2.25E-05,-9.90E-06,-1.11E-10
7977,-2.15E-06,-3.43E-07,3.68E-13
7978,-2.74E-05,-1.00E-05,1.38E-10
7979,1.81E-06,1.76E-05,1.59E-11
7980,-5.25E-06,5.34E-06,-1.40E-11
7981,2.01E-05,-1.86E-05,-1.87E-10
7982,1.29E-05,-1.94E-05,-1.25E-10
7983,2.58E-05,1.97E-06,2.55E-11
7984,-6.70E-07,-3.53E-06,1.18E-12
7985,1.33E-05,6.33E-07,4.22E-12
7986,1.35E-05,7.60E-06,5.14E-11
7987,1.84E-06,3.51E-07,3.22E-13
7988,-3.95E-06,8.17E-07,-1.61E-12
7989,3.50E-05,4.37E-06,7.65E-11
7990,-1.14E-05,2.82E-06,-1.61E-11
7991,-7.73E-06,-9.70E-06,3.75E-11
7992,3.28E-05,9.79E-06,1.61E-10
7993,1.31E-05,1.37E-05,8.94E-11
7994,5.17E-06,1.86E-05,4.80E-11
7995,1.38E-05,-7.65E-06,-5.28E-11
7996,1.90E-06,2.51E-05,2.38E-11
7997,-9.90E-07,-8.02E-06,3.97E-12
7998,1.51E-06,3.20E-06,2.41E-12
7999,6.35E-06,1.51E-05,4.81E-11
8000,-5.54E-06,-8.33E-06,2.31E-11
8001,-1.70E-05,-7.52E-06,6.38E-11
8002,-2.31E-06,-3.87E-06,4.47E-12
8003,-1.43E-05,-8.04E-06,5.75E-11
8004,2.17E-06,-4.03E-06,-4.37E-12
8005,-5.71E-06,2.14E-05,-6.10E-11
8006,2.49E-05,-8.98E-06,-1.12E-10
8007,2.86E-06,-1.27E-07,-1.82E-13
8008,-6.15E-05,1.57E-05,-4.82E-10
8009,-8.31E-06,-4.81E-06,2.00E-11
8010,1.67E-05,-9.01E-06,-7.53E-11
8011,6.17E-05,-3.92E-06,-1.21E-10
8012,-6.81E-05,-1.01E-05,3.43E-10
8013,1.74E-05,7.47E-06,6.51E-11
8014,-1.88E-05,-8.86E-06,8.31E-11
8015,8.46E-06,-8.51E-06,-3.60E-11
8016,-1.22E-05,2.68E-05,-1.63E-10
8017,6.84E-06,5.27E-06,1.80E-11
8018,7.87E-06,-6.25E-06,-2.46E-11
8019,4.28E-06,2.10E-05,4.49E-11
8020,1.67E-05,1.79E-05,1.49E-10
8021,4.60E-05,1.25E-07,2.89E-12
8022,-1.09E-06,1.36E-05,-7.39E-12
8023,-4.78E-05,-4.49E-08,1.07E-12
8024,5.74E-06,-4.26E-07,-1.22E-12
8025,1.24E-05,1.29E-05,7.96E-11
8026,1.59E-07,1.66E-06,1.32E-13
8027,-6.56E-06,3.85E-06,-1.26E-11
8028,-3.58E-05,-1.12E-05,2.01E-10
8029,2.74E-05,2.07E-05,2.83E-10
8030,4.03E-06,-8.43E-06,-1.70E-11
8031,-1.89E-05,9.02E-06,-8.51E-11
8032,-2.77E-05,-2.12E-05,2.94E-10
8033,-1.45E-05,-4.70E-06,3.41E-11
8034,1.01E-05,-4.18E-06,-2.11E-11
8035,0.00E+00,0.00E+00,0.00E+00
8036,0.00E+00,0.00E+00,0.00E+00
8037,0.00E+00,0.00E+00,0.00E+00
8038,0.00E+00,0.00E+00,0.00E+00
8039,0.00E+00,0.00E+00,0.00E+00
8040,0.00E+00,0.00E+00,0.00E+00
8041,0.00E+00,0.00E+00,0.00E+00
8042,0.00E+00,0.00E+00,0.00E+00
8043,0.00E+00,0.00E+00,0.00E+00
8044,0.00E+00,0.00E+00,0.00E+00
8045,0.00E+00,0.00E+00,0.00E+00
8046,0.00E+00,0.00E+00,0.00E+00
8047,0.00E+00,0.00E+00,0.00E+00
8048,0.00E+00,0.00E+00,0.00E+00
8049,0.00E+00,0.00E+00,0.00E+00
8050,0.00E+00,0.00E+00,0.00E+00
8051,0.00E+00,0.00E+00,0.00E+00
8052,0.00E+00,0.00E+00,0.00E+00
8053,0.00E+00,0.00E+00,0.00E+00
8054,0.00E+00,0.00E+00,0.00E+00
8055,0.00E+00,0.00E+00,0.00E+00
8056,0.00E+00,0.00E+00,0.00E+00
8057,0.00E+00,0.00E+00,0.00E+00
8058,0.00E+00,0.00E+00,0.00E+00
8059,0.00E+00,0.00E+00,0.00E+00
8060,0.00E+00,0.00E+00,0.00E+00
8061,0.00E+00,0.00E+00,0.00E+00
8062,0.00E+00,0.00E+00,0.00E+00
8063,0.00E+00,0.00E+00,0.00E+00
8064,0.00E+00,0.00E+00,0.00E+00
8065,0.00E+00,0.00E+00,0.00E+00
8066,0.00E+00,0.00E+00,0.00E+00
8067,0.00E+00,0.00E+00,0.00E+00
8068,0.00E+00,0.00E+00,0.00E+00
8069,0.00E+00,0.00E+00,0.00E+00
8070,0.00E+00,0.00E+00,0.00E+00
8071,0.00E+00,0.00E+00,0.00E+00
8072,0.00E+00,0.00E+00,0.00E+00
8073,0.00E+00,0.00E+00,0.00E+00
8074,0.00E+00,0.00E+00,0.00E+00
8075,0.00E+00,0.00E+00,0.00E+00
8076,0.00E+00,0.00E+00,0.00E+00
8077,0.00E+00,0.00E+00,0.00E+00
8078,0.00E+00,0.00E+00,0.00E+00
8079,0.00E+00,0.00E+00,0.00E+00
8080,0.00E+00,0.00E+00,0.00E+00
8081,0.00E+00,0.00E+00,0.00E+00
8082,0.00E+00,0.00E+00,0.00E+00
8083,0.00E+00,0.00E+00,0.00E+00
8084,0.00E+00,0.00E+00,0.00E+00
8085,0.00E+00,0.00E+00,0.00E+00
8086,0.00E+00,0.00E+00,0.00E+00
8087,0.00E+00,0.00E+00,0.00E+00
8088,0.00E+00,0.00E+00,0.00E+00
8089,0.00E+00,0.00E+00,0.00E+00
8090,0.00E+00,0.00E+00,0.00E+00
8091,0.00E+00,0.00E+00,0.00E+00
8092,0.00E+00,0.00E+00,0.00E+00
8093,0.00E+00,0.00E+00,0.00E+00
8094,0.00E+00,0.00E+00,0.00E+00
8095,0.00E+00,0.00E+00,0.00E+00
8096,0.00E+00,0.00E+00,0.00E+00
8097,0.00E+00,0.00E+00,0.00E+00
8098,0.00E+00,0.00E+00,0.00E+00
8099,0.00E+00,0.00E+00,0.00E+00
8100,0.00E+00,0.00E+00,0.00E+00
8101,0.00E+00,0.00E+00,0.00E+00
8102,0.00E+00,0.00E+00,0.00E+00
8103,0.00E+00,0.00E+00,0.00E+00
8104,0.00E+00,0.00E+00,0.00E+00
8105,0.00E+00,0.00E+00,0.00E+00
8106,0.00E+00,0.00E+00,0.00E+00
8107,0.00E+00,0.00E+00,0.00E+00
8108,0.00E+00,0.00E+00,0.00E+00
8109,0.00E+00,0.00E+00,0.00E+00
8110,0.00E+00,0.00E+00,0.00E+00
8111,0.00E+00,0.00E+00,0.00E+00
8112,0.00E+00,0.00E+00,0.00E+00
8113,0.00E+00,0.00E+00,0.00E+00
8114,0.00E+00,0.00E+00,0.00E+00
8115,0.00E+00,0.00E+00,0.00E+00
8116,0.00E+00,0.00E+00,0.00E+00
8117,0.00E+00,0.00E+00,0.00E+00
8118,0.00E+00,0.00E+00,0.00E+00
8119,0.00E+00,0.00E+00,0.00E+00
8120,0.00E+00,0.00E+00,0.00E+00
8121,0.00E+00,0.00E+00,0.00E+00
8122,0.00E+00,0.00E+00,0.00E+00
8123,0.00E+00,0.00E+00,0.00E+00
8124,0.00E+00,0.00E+00,0.00E+00
8125,0.00E+00,0.00E+00,0.00E+00
8126,0.00E+00,0.00E+00,0.00E+00
8127,0.00E+00,0.00E+00,0.00E+00
8128,0.00E+00,0.00E+00,0.00E+00
8129,0.00E+00,0.00E+00,0.00E+00
8130,0.00E+00,0.00E+00,0.00E+00
8131,0.00E+00,0.00E+00,0.00E+00
8132,0.00E+00,0.00E+00,0.00E+00
8133,0.00E+00,0.00E+00,0.00E+00
8134,0.00E+00,0.00E+00,0.00E+00
8135,0.00E+00,0.00E+00,0.00E+00
8136,0.00E+00,0.00E+00,0.00E+00
8137,0.00E+00,0.00E+00,0.00E+00
8138,0.00E+00,0.00E+00,0.00E+00
8139,0.00E+00,0.00E+00,0.00E+00
8140,0.00E+00,0.00E+00,0.00E+00
8141,0.00E+00,0.00E+00,0.00E+00
8142,0.00E+00,0.00E+00,0.00E+00
8143,0.00E+00,0.00E+00,0.00E+00
8144,0.00E+00,0.00E+00,0.00E+00
8145,0.00E+00,0.00E+00,0.00E+00
8146,0.00E+00,0.00E+00,0.00E+00
8147,0.00E+00,0.00E+00,0.00E+00
8148,0.00E+00,0.00E+00,0.00E+00
8149,0.00E+00,0.00E+00,0.00E+00
8150,0.00E+00,0.00E+00,0.00E+00
8151,0.00E+00,0.00E+00,0.00E+00
8152,0.00E+00,0.00E+00,0.00E+00
8153,0.00E+00,0.00E+00,0.00E+00
8154,0.00E+00,0.00E+00,0.00E+00
8155,0.00E+00,0.00E+00,0.00E+00
8156,0.00E+00,0.00E+00,0.00E+00
8157,0.00E+00,0.00E+00,0.00E+00
8158,0.00E+00,0.00E+00,0.00E+00
8159,0.00E+00,0.00E+00,0.00E+00
8160,0.00E+00,0.00E+00,0.00E+00
8161,0.00E+00,0.00E+00,0.00E+00
8162,0.00E+00,0.00E+00,0.00E+00
8163,0.00E+00,0.00E+00,0.00E+00
8164,0.00E+00,0.00E+00,0.00E+00
8165,0.00E+00,0.00E+00,0.00E+00
8166,0.00E+00,0.00E+00,0.00E+00
8167,0.00E+00,0.00E+00,0.00E+00
8168,0.00E+00,0.00E+00,0.00E+00
8169,0.00E+00,0.00E+00,0.00E+00
8170,0.00E+00,0.00E+00,0.00E+00
8171,0.00E+00,0.00E+00,0.00E+00
8172,0.00E+00,0.00E+00,0.00E+00
8173,0.00E+00,0.00E+00,0.00E+00
8174,0.00E+00,0.00E+00,0.00E+00
8175,0.00E+00,0.00E+00,0.00E+00
8176,0.00E+00,0.00E+00,0.00E+00
8177,0.00E+00,0.00E+00,0.00E+00
8178,0.00E+00,0.00E+00,0.00E+00
8179,0.00E+00,0.00E+00,0.00E+00
8180,0.00E+00,0.00E+00,0.00E+00
8181,0.00E+00,0.00E+00,0.00E+00
8182,0.00E+00,0.00E+00,0.00E+00
8183,0.00E+00,0.00E+00,0.00E+00
8184,0.00E+00,0.00E+00,0.00E+00
8185,0.00E+00,0.00E+00,0.00E+00
8186,0.00E+00,0.00E+00,0.00E+00
8187,0.00E+00,0.00E+00,0.00E+00
8188,0.00E+00,0.00E+00,0.00E+00
8189,0.00E+00,0.00E+00,0.00E+00
8190,0.00E+00,0.00E+00,0.00E+00
8191,0.00E+00,0.00E+00,0.00E+00
8192,0.00E+00,0.00E+00,0.00E+00
8193,0.00E+00,0.00E+00,0.00E+00
8194,0.00E+00,0.00E+00,0.00E+00
8195,0.00E+00,0.00E+00,0.00E+00
8196,0.00E+00,0.00E+00,0.00E+00
8197,0.00E+00,0.00E+00,0.00E+00
8198,0.00E+00,0.00E+00,0.00E+00
8199,0.00E+00,0.00E+00,0.00E+00
8200,0.00E+00,0.00E+00,0.00E+00
8201,0.00E+00,0.00E+00,0.00E+00
8202,0.00E+00,0.00E+00,0.00E+00
8203,0.00E+00,0.00E+00,0.00E+00
8204,0.00E+00,0.00E+00,0.00E+00
8205,0.00E+00,0.00E+00,0.00E+00
8206,0.00E+00,0.00E+00,0.00E+00
8207,0.00E+00,0.00E+00,0.00E+00
8208,0.00E+00,0.00E+00,0.00E+00
8209,0.00E+00,0.00E+00,0.00E+00
8210,0.00E+00,0.00E+00,0.00E+00
8211,0.00E+00,0.00E+00,0.00E+00
8212,0.00E+00,0.00E+00,0.00E+00
8213,0.00E+00,0.00E+00,0.00E+00
8214,0.00E+00,0.00E+00,0.00E+00
8215,0.00E+00,0.00E+00,0.00E+00
8216,0.00E+00,0.00E+00,0.00E+00
8217,0.00E+00,0.00E+00,0.00E+00
8218,0.00E+00,0.00E+00,0.00E+00
8219,0.00E+00,0.00E+00,0.00E+00
8220,0.00E+00,0.00E+00,0.00E+00
8221,0.00E+00,0.00E+00,0.00E+00
8222,0.00E+00,0.00E+00,0.00E+00
8223,0.00E+00,0.00E+00,0.00E+00
8224,0.00E+00,0.00E+00,0.00E+00
8225,0.00E+00,0.00E+00,0.00E+00
8226,0.00E+00,0.00E+00,0.00E+00
8227,0.00E+00,0.00E+00,0.00E+00
8228,0.00E+00,0.00E+00,0.00E+00
8229,0.00E+00,0.00E+00,0.00E+00
8230,0.00E+00,0.00E+00,0.00E+00
8231,0.00E+00,0.00E+00,0.00E+00
8232,0.00E+00,0.00E+00,0.00E+00
8233,0.00E+00,0.00E+00,0.00E+00
8234,0.00E+00,0.00E+00,0.00E+00
8235,0.00E+00,0.00E+00,0.00E+00
8236,0.00E+00,0.00E+00,0.00E+00
8237,0.00E+00,0.00E+00,0.00E+00
8238,0.00E+00,0.00E+00,0.00E+00
8239,0.00E+00,0.00E+00,0.00E+00
8240,0.00E+00,0.00E+00,0.00E+00
8241,0.00E+00,0.00E+00,0.00E+00
8242,0.00E+00,0.00E+00,0.00E+00
8243,0.00E+00,0.00E+00,0.00E+00
8244,0.00E+00,0.00E+00,0.00E+00
8245,0.00E+00,0.00E+00,0.00E+00
8246,0.00E+00,0.00E+00,0.00E+00
8247,0.00E+00,0.00E+00,0.00E+00
8248,0.00E+00,0.00E+00,0.00E+00
8249,0.00E+00,0.00E+00,0.00E+00
8250,0.00E+00,0.00E+00,0.00E+00
8251,0.00E+00,0.00E+00,0.00E+00
8252,0.00E+00,0.00E+00,0.00E+00
8253,0.00E+00,0.00E+00,0.00E+00
8254,0.00E+00,0.00E+00,0.00E+00
8255,0.00E+00,0.00E+00,0.00E+00
8256,0.00E+00,0.00E+00,0.00E+00
8257,0.00E+00,0.00E+00,0.00E+00
8258,0.00E+00,0.00E+00,0.00E+00
8259,0.00E+00,0.00E+00,0.00E+00
8260,0.00E+00,0.00E+00,0.00E+00
8261,0.00E+00,0.00E+00,0.00E+00
8262,0.00E+00,0.00E+00,0.00E+00
8263,0.00E+00,0.00E+00,0.00E+00
8264,0.00E+00,0.00E+00,0.00E+00
8265,0.00E+00,0.00E+00,0.00E+00
8266,0.00E+00,0.00E+00,0.00E+00
8267,0.00E+00,0.00E+00,0.00E+00
8268,0.00E+00,0.00E+00,0.00E+00
8269,0.00E+00,0.00E+00,0.00E+00
8270,0.00E+00,0.00E+00,0.00E+00
8271,0.00E+00,0.00E+00,0.00E+00
8272,0.00E+00,0.00E+00,0.00E+00
8273,0.00E+00,0.00E+00,0.00E+00
8274,0.00E+00,0.00E+00,0.00E+00
8275,0.00E+00,0.00E+00,0.00E+00
8276,0.00E+00,0.00E+00,0.00E+00
8277,0.00E+00,0.00E+00,0.00E+00
8278,0.00E+00,0.00E+00,0.00E+00
8279,0.00E+00,0.00E+00,0.00E+00
8280,0.00E+00,0.00E+00,0.00E+00
8281,0.00E+00,0.00E+00,0.00E+00
8282,0.00E+00,0.00E+00,0.00E+00
8283,0.00E+00,0.00E+00,0.00E+00
8284,0.00E+00,0.00E+00,0.00E+00
8285,0.00E+00,0.00E+00,0.00E+00
8286,0.00E+00,0.00E+00,0.00E+00
8287,0.00E+00,0.00E+00,0.00E+00
8288,0.00E+00,0.00E+00,0.00E+00
8289,0.00E+00,0.00E+00,0.00E+00
8290,0.00E+00,0.00E+00,0.00E+00
8291,0.00E+00,0.00E+00,0.00E+00
8292,0.00E+00,0.00E+00,0.00E+00
8293,0.00E+00,0.00E+00,0.00E+00
8294,0.00E+00,0.00E+00,0.00E+00
8295,0.00E+00,0.00E+00,0.00E+00
8296,0.00E+00,0.00E+00,0.00E+00
8297,0.00E+00,0.00E+00,0.00E+00
8298,0.00E+00,0.00E+00,0.00E+00
8299,0.00E+00,0.00E+00,0.00E+00
8300,0.00E+00,0.00E+00,0.00E+00
8301,0.00E+00,0.00E+00,0.00E+00
8302,0.00E+00,0.00E+00,0.00E+00
8303,0.00E+00,0.00E+00,0.00E+00
8304,0.00E+00,0.00E+00,0.00E+00
8305,0.00E+00,0.00E+00,0.00E+00
8306,0.00E+00,0.00E+00,0.00E+00
8307,0.00E+00,0.00E+00,0.00E+00
8308,0.00E+00,0.00E+00,0.00E+00
8309,0.00E+00,0.00E+00,0.00E+00
8310,0.00E+00,0.00E+00,0.00E+00
8311,0.00E+00,0.00E+00,0.00E+00
8312,0.00E+00,0.00E+00,0.00E+00
8313,0.00E+00,0.00E+00,0.00E+00
8314,0.00E+00,0.00E+00,0.00E+00
8315,0.00E+00,0.00E+00,0.00E+00
8316,0.00E+00,0.00E+00,0.00E+00
8317,0.00E+00,0.00E+00,0.00E+00
8318,0.00E+00,0.00E+00,0.00E+00
8319,0.00E+00,0.00E+00,0.00E+00
8320,0.00E+00,0.00E+00,0.00E+00
8321,0.00E+00,0.00E+00,0.00E+00
8322,0.00E+00,0.00E+00,0.00E+00
8323,0.00E+00,0.00E+00,0.00E+00
8324,0.00E+00,0.00E+00,0.00E+00
8325,0.00E+00,0.00E+00,0.00E+00
8326,0.00E+00,0.00E+00,0.00E+00
8327,0.00E+00,0.00E+00,0.00E+00
8328,0.00E+00,0.00E+00,0.00E+00
8329,0.00E+00,0.00E+00,0.00E+00
8330,0.00E+00,0.00E+00,0.00E+00
8331,0.00E+00,0.00E+00,0.00E+00
8332,0.00E+00,0.00E+00,0.00E+00
8333,0.00E+00,0.00E+00,0.00E+00
8334,0.00E+00,0.00E+00,0.00E+00
8335,0.00E+00,0.00E+00,0.00E+00
8336,0.00E+00,0.00E+00,0.00E+00
8337,0.00E+00,0.00E+00,0.00E+00
8338,0.00E+00,0.00E+00,0.00E+00
8339,0.00E+00,0.00E+00,0.00E+00
8340,0.00E+00,0.00E+00,0.00E+00
8341,0.00E+00,0.00E+00,0.00E+00
8342,0.00E+00,0.00E+00,0.00E+00
8343,0.00E+00,0.00E+00,0.00E+00
8344,0.00E+00,0.00E+00,0.00E+00
8345,0.00E+00,0.00E+00,0.00E+00
8346,0.00E+00,0.00E+00,0.00E+00
8347,0.00E+00,0.00E+00,0.00E+00
8348,0.00E+00,0.00E+00,0.00E+00
8349,0.00E+00,0.00E+00,0.00E+00
8350,0.00E+00,0.00E+00,0.00E+00
